Unique ID,3-Year Period,Cause of Death,Race,Hispanic or Latino  Origin,Gender,"Age-Adjusted Rate per 100,000 Population",Lower 95% Confidence Interval,Upper 95% Confidence Interval
A2010201206200,2010-2012,Meningococcal infection,Black,Total,Total,0.0,0.0,0.4
A2010201206201,2010-2012,Meningococcal infection,Black,Total,Male,0.0,0.0,1.2
A2010201206202,2010-2012,Meningococcal infection,Black,Total,Female,0.0,0.0,0.7
A2010201206210,2010-2012,Meningococcal infection,Black,Not Hispanic,Total,0.0,0.0,0.5
A2010201206211,2010-2012,Meningococcal infection,Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201206212,2010-2012,Meningococcal infection,Black,Not Hispanic,Female,0.0,0.0,0.8
A2010201206220,2010-2012,Meningococcal infection,Black,Hispanic,Total,0.0,0.0,11.6
A2010201206221,2010-2012,Meningococcal infection,Black,Hispanic,Male,0.0,0.0,35.1
A2010201206222,2010-2012,Meningococcal infection,Black,Hispanic,Female,0.0,0.0,17.8
A2010201206300,2010-2012,Meningococcal infection,American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201206301,2010-2012,Meningococcal infection,American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201206302,2010-2012,Meningococcal infection,American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201206310,2010-2012,Meningococcal infection,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201206311,2010-2012,Meningococcal infection,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201206312,2010-2012,Meningococcal infection,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201206320,2010-2012,Meningococcal infection,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201206321,2010-2012,Meningococcal infection,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201206322,2010-2012,Meningococcal infection,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201206400,2010-2012,Meningococcal infection,Asian/Pacific Islander,Total,Total,0.0,0.0,0.5
A2010201206401,2010-2012,Meningococcal infection,Asian/Pacific Islander,Total,Male,0.0,0.0,1.1
A2010201206402,2010-2012,Meningococcal infection,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2010201206410,2010-2012,Meningococcal infection,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.5
A2010201206411,2010-2012,Meningococcal infection,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2010201206412,2010-2012,Meningococcal infection,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.0
A2010201206420,2010-2012,Meningococcal infection,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201206421,2010-2012,Meningococcal infection,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201206422,2010-2012,Meningococcal infection,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201207000,2010-2012,Septicemia,Total,Total,Total,10.6,9.5,11.8
A2010201207001,2010-2012,Septicemia,Total,Total,Male,11.6,9.7,13.5
A2010201207002,2010-2012,Septicemia,Total,Total,Female,9.9,8.5,11.4
A2010201207010,2010-2012,Septicemia,Total,Not Hispanic,Total,10.8,9.6,12.0
A2010201207011,2010-2012,Septicemia,Total,Not Hispanic,Male,11.9,9.9,13.9
A2010201207012,2010-2012,Septicemia,Total,Not Hispanic,Female,10.0,8.5,11.5
A2010201207020,2010-2012,Septicemia,Total,Hispanic,Total,7.4,3.8,10.9
A2010201207021,2010-2012,Septicemia,Total,Hispanic,Male,,,
A2010201207022,2010-2012,Septicemia,Total,Hispanic,Female,,,
A2010201207100,2010-2012,Septicemia,White,Total,Total,10.5,9.2,11.8
A2010201207101,2010-2012,Septicemia,White,Total,Male,11.8,9.6,13.9
A2010201207102,2010-2012,Septicemia,White,Total,Female,9.5,7.9,11.1
A2010201207110,2010-2012,Septicemia,White,Not Hispanic,Total,10.6,9.2,12.0
A2010201207111,2010-2012,Septicemia,White,Not Hispanic,Male,12.1,9.8,14.5
A2010201207112,2010-2012,Septicemia,White,Not Hispanic,Female,9.4,7.7,11.1
A2010201207120,2010-2012,Septicemia,White,Hispanic,Total,7.2,3.5,10.9
A2010201207121,2010-2012,Septicemia,White,Hispanic,Male,,,
A2010201207122,2010-2012,Septicemia,White,Hispanic,Female,,,
A2010201207200,2010-2012,Septicemia,Black,Total,Total,14.6,10.7,18.6
A2010201207201,2010-2012,Septicemia,Black,Total,Male,15.5,8.8,22.3
A2010201207202,2010-2012,Septicemia,Black,Total,Female,14.0,9.1,19.0
A2010201207210,2010-2012,Septicemia,Black,Not Hispanic,Total,14.7,10.7,18.8
A2010201207211,2010-2012,Septicemia,Black,Not Hispanic,Male,15.4,8.6,22.3
A2010201207212,2010-2012,Septicemia,Black,Not Hispanic,Female,14.2,9.1,19.2
A2010201207220,2010-2012,Septicemia,Black,Hispanic,Total,,,
A2010201207221,2010-2012,Septicemia,Black,Hispanic,Male,,,
A2010201207222,2010-2012,Septicemia,Black,Hispanic,Female,,,
A2010201207300,2010-2012,Septicemia,American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201207301,2010-2012,Septicemia,American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201207302,2010-2012,Septicemia,American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201207310,2010-2012,Septicemia,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201207311,2010-2012,Septicemia,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201207312,2010-2012,Septicemia,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201207320,2010-2012,Septicemia,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201207321,2010-2012,Septicemia,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201207322,2010-2012,Septicemia,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201207400,2010-2012,Septicemia,Asian/Pacific Islander,Total,Total,7.1,4.2,10.0
A2010201207401,2010-2012,Septicemia,Asian/Pacific Islander,Total,Male,,,
A2010201207402,2010-2012,Septicemia,Asian/Pacific Islander,Total,Female,7.5,3.5,11.4
A2010201207410,2010-2012,Septicemia,Asian/Pacific Islander,Not Hispanic,Total,7.2,4.3,10.1
A2010201207411,2010-2012,Septicemia,Asian/Pacific Islander,Not Hispanic,Male,,,
A2010201207412,2010-2012,Septicemia,Asian/Pacific Islander,Not Hispanic,Female,7.6,3.6,11.5
A2010201207420,2010-2012,Septicemia,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201207421,2010-2012,Septicemia,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201207422,2010-2012,Septicemia,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201208000,2010-2012,Syphilis,Total,Total,Total,0.0,0.0,0.1
A2010201208001,2010-2012,Syphilis,Total,Total,Male,0.0,0.0,0.2
A2010201208002,2010-2012,Syphilis,Total,Total,Female,0.0,0.0,0.1
A2010201208010,2010-2012,Syphilis,Total,Not Hispanic,Total,0.0,0.0,0.1
A2010201208011,2010-2012,Syphilis,Total,Not Hispanic,Male,0.0,0.0,0.2
A2010201208012,2010-2012,Syphilis,Total,Not Hispanic,Female,0.0,0.0,0.2
A2010201208020,2010-2012,Syphilis,Total,Hispanic,Total,0.0,0.0,0.7
A2010201208021,2010-2012,Syphilis,Total,Hispanic,Male,0.0,0.0,1.9
A2010201208022,2010-2012,Syphilis,Total,Hispanic,Female,0.0,0.0,1.1
A2010201208100,2010-2012,Syphilis,White,Total,Total,0.0,0.0,0.1
A2010201208101,2010-2012,Syphilis,White,Total,Male,0.0,0.0,0.2
A2010201208102,2010-2012,Syphilis,White,Total,Female,0.0,0.0,0.2
A2010201208110,2010-2012,Syphilis,White,Not Hispanic,Total,0.0,0.0,0.2
A2010201208111,2010-2012,Syphilis,White,Not Hispanic,Male,0.0,0.0,0.3
A2010201208112,2010-2012,Syphilis,White,Not Hispanic,Female,0.0,0.0,0.3
A2010201208120,2010-2012,Syphilis,White,Hispanic,Total,0.0,0.0,0.7
A2010201208121,2010-2012,Syphilis,White,Hispanic,Male,0.0,0.0,2.1
A2010201208122,2010-2012,Syphilis,White,Hispanic,Female,0.0,0.0,1.2
A2010201208200,2010-2012,Syphilis,Black,Total,Total,0.0,0.0,0.4
A2010201208201,2010-2012,Syphilis,Black,Total,Male,0.0,0.0,1.2
A2010201208202,2010-2012,Syphilis,Black,Total,Female,0.0,0.0,0.7
A2010201208210,2010-2012,Syphilis,Black,Not Hispanic,Total,0.0,0.0,0.5
A2010201208211,2010-2012,Syphilis,Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201208212,2010-2012,Syphilis,Black,Not Hispanic,Female,0.0,0.0,0.8
A2010201208220,2010-2012,Syphilis,Black,Hispanic,Total,0.0,0.0,11.6
A2010201208221,2010-2012,Syphilis,Black,Hispanic,Male,0.0,0.0,35.1
A2010201208222,2010-2012,Syphilis,Black,Hispanic,Female,0.0,0.0,17.8
A2010201208300,2010-2012,Syphilis,American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201208301,2010-2012,Syphilis,American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201208302,2010-2012,Syphilis,American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201208310,2010-2012,Syphilis,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201208311,2010-2012,Syphilis,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201208312,2010-2012,Syphilis,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201208320,2010-2012,Syphilis,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201208321,2010-2012,Syphilis,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201208322,2010-2012,Syphilis,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201208400,2010-2012,Syphilis,Asian/Pacific Islander,Total,Total,0.0,0.0,0.5
A2010201208401,2010-2012,Syphilis,Asian/Pacific Islander,Total,Male,0.0,0.0,1.1
A2010201208402,2010-2012,Syphilis,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2010201208410,2010-2012,Syphilis,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.5
A2010201208411,2010-2012,Syphilis,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2010201208412,2010-2012,Syphilis,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.0
A2010201208420,2010-2012,Syphilis,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201208421,2010-2012,Syphilis,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201208422,2010-2012,Syphilis,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201209000,2010-2012,Acute poliomyelitis,Total,Total,Total,0.0,0.0,0.1
A2010201209001,2010-2012,Acute poliomyelitis,Total,Total,Male,0.0,0.0,0.2
A2010201209002,2010-2012,Acute poliomyelitis,Total,Total,Female,0.0,0.0,0.1
A2010201209010,2010-2012,Acute poliomyelitis,Total,Not Hispanic,Total,0.0,0.0,0.1
A2010201209011,2010-2012,Acute poliomyelitis,Total,Not Hispanic,Male,0.0,0.0,0.2
A2010201209012,2010-2012,Acute poliomyelitis,Total,Not Hispanic,Female,0.0,0.0,0.2
A2010201209020,2010-2012,Acute poliomyelitis,Total,Hispanic,Total,0.0,0.0,0.7
A2010201209021,2010-2012,Acute poliomyelitis,Total,Hispanic,Male,0.0,0.0,1.9
A2010201209022,2010-2012,Acute poliomyelitis,Total,Hispanic,Female,0.0,0.0,1.1
A2010201209100,2010-2012,Acute poliomyelitis,White,Total,Total,0.0,0.0,0.1
A2010201209101,2010-2012,Acute poliomyelitis,White,Total,Male,0.0,0.0,0.2
A2010201209102,2010-2012,Acute poliomyelitis,White,Total,Female,0.0,0.0,0.2
A2010201209110,2010-2012,Acute poliomyelitis,White,Not Hispanic,Total,0.0,0.0,0.2
A2010201209111,2010-2012,Acute poliomyelitis,White,Not Hispanic,Male,0.0,0.0,0.3
A2010201209112,2010-2012,Acute poliomyelitis,White,Not Hispanic,Female,0.0,0.0,0.3
A2010201209120,2010-2012,Acute poliomyelitis,White,Hispanic,Total,0.0,0.0,0.7
A2010201209121,2010-2012,Acute poliomyelitis,White,Hispanic,Male,0.0,0.0,2.1
A2010201209122,2010-2012,Acute poliomyelitis,White,Hispanic,Female,0.0,0.0,1.2
A2010201209200,2010-2012,Acute poliomyelitis,Black,Total,Total,0.0,0.0,0.4
A2010201209201,2010-2012,Acute poliomyelitis,Black,Total,Male,0.0,0.0,1.2
A2010201209202,2010-2012,Acute poliomyelitis,Black,Total,Female,0.0,0.0,0.7
A2010201209210,2010-2012,Acute poliomyelitis,Black,Not Hispanic,Total,0.0,0.0,0.5
A2010201209211,2010-2012,Acute poliomyelitis,Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201209212,2010-2012,Acute poliomyelitis,Black,Not Hispanic,Female,0.0,0.0,0.8
A2010201209220,2010-2012,Acute poliomyelitis,Black,Hispanic,Total,0.0,0.0,11.6
A2010201209221,2010-2012,Acute poliomyelitis,Black,Hispanic,Male,0.0,0.0,35.1
A2010201209222,2010-2012,Acute poliomyelitis,Black,Hispanic,Female,0.0,0.0,17.8
A2010201209300,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201209301,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201209302,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201209310,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201209311,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201209312,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201209320,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201209321,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201209322,2010-2012,Acute poliomyelitis,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201209400,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Total,Total,0.0,0.0,0.5
A2010201209401,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Total,Male,0.0,0.0,1.1
A2010201209402,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2010201209410,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.5
A2010201209411,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2010201209412,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.0
A2010201209420,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201209421,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201209422,2010-2012,Acute poliomyelitis,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201210000,2010-2012,Arthropod-borne viral encephalitis,Total,Total,Total,0.0,0.0,0.1
A2010201210001,2010-2012,Arthropod-borne viral encephalitis,Total,Total,Male,0.0,0.0,0.2
A2010201210002,2010-2012,Arthropod-borne viral encephalitis,Total,Total,Female,0.0,0.0,0.1
A2010201210010,2010-2012,Arthropod-borne viral encephalitis,Total,Not Hispanic,Total,0.0,0.0,0.1
A2010201210011,2010-2012,Arthropod-borne viral encephalitis,Total,Not Hispanic,Male,0.0,0.0,0.2
A2010201210012,2010-2012,Arthropod-borne viral encephalitis,Total,Not Hispanic,Female,0.0,0.0,0.2
A2010201210020,2010-2012,Arthropod-borne viral encephalitis,Total,Hispanic,Total,0.0,0.0,0.7
A2010201210021,2010-2012,Arthropod-borne viral encephalitis,Total,Hispanic,Male,0.0,0.0,1.9
A2010201210022,2010-2012,Arthropod-borne viral encephalitis,Total,Hispanic,Female,0.0,0.0,1.1
A2010201210100,2010-2012,Arthropod-borne viral encephalitis,White,Total,Total,0.0,0.0,0.1
A2010201210101,2010-2012,Arthropod-borne viral encephalitis,White,Total,Male,0.0,0.0,0.2
A2010201210102,2010-2012,Arthropod-borne viral encephalitis,White,Total,Female,0.0,0.0,0.2
A2010201210110,2010-2012,Arthropod-borne viral encephalitis,White,Not Hispanic,Total,0.0,0.0,0.2
A2010201210111,2010-2012,Arthropod-borne viral encephalitis,White,Not Hispanic,Male,0.0,0.0,0.3
A2010201210112,2010-2012,Arthropod-borne viral encephalitis,White,Not Hispanic,Female,0.0,0.0,0.3
A2010201210120,2010-2012,Arthropod-borne viral encephalitis,White,Hispanic,Total,0.0,0.0,0.7
A2010201210121,2010-2012,Arthropod-borne viral encephalitis,White,Hispanic,Male,0.0,0.0,2.1
A2010201210122,2010-2012,Arthropod-borne viral encephalitis,White,Hispanic,Female,0.0,0.0,1.2
A2010201210200,2010-2012,Arthropod-borne viral encephalitis,Black,Total,Total,0.0,0.0,0.4
A2010201210201,2010-2012,Arthropod-borne viral encephalitis,Black,Total,Male,0.0,0.0,1.2
A2010201210202,2010-2012,Arthropod-borne viral encephalitis,Black,Total,Female,0.0,0.0,0.7
A2010201210210,2010-2012,Arthropod-borne viral encephalitis,Black,Not Hispanic,Total,0.0,0.0,0.5
A2010201210211,2010-2012,Arthropod-borne viral encephalitis,Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201210212,2010-2012,Arthropod-borne viral encephalitis,Black,Not Hispanic,Female,0.0,0.0,0.8
A2010201210220,2010-2012,Arthropod-borne viral encephalitis,Black,Hispanic,Total,0.0,0.0,11.6
A2010201210221,2010-2012,Arthropod-borne viral encephalitis,Black,Hispanic,Male,0.0,0.0,35.1
A2010201210222,2010-2012,Arthropod-borne viral encephalitis,Black,Hispanic,Female,0.0,0.0,17.8
A2010201210300,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Total,Total,0.0,0.0,16.9
A2010201210301,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Total,Male,0.0,0.0,48.7
A2010201210302,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Total,Female,0.0,0.0,27.6
A2010201210310,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,39.1
A2010201210311,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,91.8
A2010201210312,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,73.0
A2010201210320,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,35.6
A2010201210321,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,138.5
A2010201210322,2010-2012,Arthropod-borne viral encephalitis,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,51.7
A2010201210400,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Total,Total,0.0,0.0,0.5
A2010201210401,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Total,Male,0.0,0.0,1.1
A2010201210402,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Total,Female,0.0,0.0,1.0
A2010201210410,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.5
A2010201210411,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.2
A2010201210412,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.0
A2010201210420,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,37.3
A2010201210421,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,144.5
A2010201210422,2010-2012,Arthropod-borne viral encephalitis,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,58.6
A2010201211000,2010-2012,Measles,Total,Total,Total,0.0,0.0,0.1
A2010201211001,2010-2012,Measles,Total,Total,Male,0.0,0.0,0.2
A2010201211002,2010-2012,Measles,Total,Total,Female,0.0,0.0,0.1
A2010201211010,2010-2012,Measles,Total,Not Hispanic,Total,0.0,0.0,0.1
A2010201211011,2010-2012,Measles,Total,Not Hispanic,Male,0.0,0.0,0.2
A2010201211012,2010-2012,Measles,Total,Not Hispanic,Female,0.0,0.0,0.2
A2010201211020,2010-2012,Measles,Total,Hispanic,Total,0.0,0.0,0.7
A2010201211021,2010-2012,Measles,Total,Hispanic,Male,0.0,0.0,1.9
A2010201211022,2010-2012,Measles,Total,Hispanic,Female,0.0,0.0,1.1
A2010201211100,2010-2012,Measles,White,Total,Total,0.0,0.0,0.1
A2010201211101,2010-2012,Measles,White,Total,Male,0.0,0.0,0.2
A2010201211102,2010-2012,Measles,White,Total,Female,0.0,0.0,0.2
A2010201211110,2010-2012,Measles,White,Not Hispanic,Total,0.0,0.0,0.2
A2010201211111,2010-2012,Measles,White,Not Hispanic,Male,0.0,0.0,0.3
A2010201211112,2010-2012,Measles,White,Not Hispanic,Female,0.0,0.0,0.3
A2010201211120,2010-2012,Measles,White,Hispanic,Total,0.0,0.0,0.7
A2010201211121,2010-2012,Measles,White,Hispanic,Male,0.0,0.0,2.1
A2010201211122,2010-2012,Measles,White,Hispanic,Female,0.0,0.0,1.2
A2010201211200,2010-2012,Measles,Black,Total,Total,0.0,0.0,0.4
A2010201211201,2010-2012,Measles,Black,Total,Male,0.0,0.0,1.2
A2010201211202,2010-2012,Measles,Black,Total,Female,0.0,0.0,0.7
A2010201211210,2010-2012,Measles,Black,Not Hispanic,Total,0.0,0.0,0.5
A2010201211211,2010-2012,Measles,Black,Not Hispanic,Male,0.0,0.0,1.2
A2010201211212,2010-2012,Measles,Black,Not Hispanic,Female,0.0,0.0,0.8
A2010201211220,2010-2012,Measles,Black,Hispanic,Total,0.0,0.0,11.6
A2010201211221,2010-2012,Measles,Black,Hispanic,Male,0.0,0.0,35.1
A2010201211222,2010-2012,Measles,Black,Hispanic,Female,0.0,0.0,17.8
